"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:21.892;F2 L2 D L B R U' R' F' R D' F U2 F2 U2 D2 F' B' D2;2019-07-10 18:11;no;no;1562772449481;
3x3x3;00:17.615;R2 U' B2 F2 D R2 U2 L2 B2 F' D F2 L2 B' F2 D' R F' L2 B;2019-07-10 18:09;no;no;1562772449481;
3x3x3;00:18.521;B2 D2 B' L2 U2 F2 L2 B' R' F D' R2 U2 F R' B' L2 U' F;2019-07-10 16:01;no;no;1562763439239;
3x3x3;00:18.012;U2 B' R L' F' D2 L D' B2 D' B2 D2 F' U2 D2 L2 B D2 R2;2019-07-10 16:00;no;no;1562763439239;
3x3x3;00:21.765;R' F2 L2 F2 U2 L2 R2 F2 R D2 B R' F' L2 U' L2 D' L B R;2019-07-10 15:59;no;no;1562763439239;
3x3x3;00:16.068;R' D2 F2 D2 B' D L U' F' B2 R' U2 D2 F2 U' F2 L2 F2 L2;2019-07-10 15:58;no;no;1562763439239;
3x3x3;00:18.204;D2 R2 U' B2 D' L B2 L F' D' B2 R2 U F2 L' B' U2;2019-07-10 15:57;no;no;1562763439239;
3x3x3;00:23.822;D2 B2 U R2 D B2 L2 D' F' L' B L F' L2 R B' D' L' F';2019-07-10 15:56;no;no;1562763439239;
3x3x3;00:18.725;L2 U2 B2 R2 F2 U' L D2 F2 U' F' D' R2 U R U R' U2;2019-07-10 15:56;no;no;1562763439239;
3x3x3;00:21.029;B2 U2 L U2 L U2 R' B2 R F2 D' L F2 R' D R' F' D2 B2 R';2019-07-10 15:55;no;no;1562763439239;
3x3x3;00:16.579;D2 B2 L2 D' B2 F2 L2 U F R' B2 U' L2 F L D B2 R2 B' R';2019-07-10 15:54;no;no;1562763439239;
3x3x3;00:20.884;B' U D' L' F2 U2 B2 U' F2 L' F R2 B2 R2 U2 L2 D2 B L2;2019-07-10 14:58;no;no;1562763439239;
3x3x3;00:21.613;L2 D2 F2 R2 U2 B U2 B' L2 F' R D' L' U2 F2 D F D' B;2019-07-10 11:29;no;no;1562747788415;
3x3x3;00:18.520;D R2 U2 B L F U' R' B2 R2 D R2 L2 B' U2 F B2 L2 U2;2019-07-10 11:28;no;no;1562747788415;
3x3x3;00:19.987;L2 U L2 D2 F' L' B2 R' F' L F2 R' F2 L2 D2 F2 R F2 L;2019-07-10 11:27;no;no;1562747788415;
3x3x3;00:20.644;U' L2 F2 D2 B2 D' L2 R2 D2 R U2 B2 F D2 R B U B' F' U2;2019-07-10 11:26;no;no;1562747788415;
3x3x3;00:20.521;R B R D2 F2 R' F2 U2 R' B2 U B U2 F' R2 F2 B2 D2 L2;2019-07-10 11:25;no;no;1562747788415;
3x3x3;00:20.702;R D' B L U R2 U' F' R2 D' L U2 F2 R' B2 R B2 L2;2019-07-10 11:23;no;no;1562747788415;
3x3x3;00:21.911;B2 D' U B2 U' F2 U2 L2 D B' U' L2 R B' D' B2 U';2019-07-10 11:22;no;no;1562747788415;
3x3x3;00:20.454;F2 L2 D2 U F2 D U2 L2 U' R2 B' F' D' L' B2 D' U F D R';2019-07-10 11:21;no;no;1562747788415;
3x3x3;00:20.870;U' B R' D R' L F' R2 F L U' L2 U2 L2 D' F2 D' B2;2019-07-10 11:20;no;no;1562747788415;
3x3x3;00:22.444;F L2 B' R2 F L2 F2 U2 L2 D2 R U2 L U' L2 B2 L' F' U' L;2019-06-28 09:49;no;no;1561708036383;
3x3x3;00:18.132;B2 U2 B2 R' B2 F2 R' B2 R2 B' F' U B' D L' F U F' R;2019-06-28 09:48;no;no;1561708036383;
3x3x3;00:18.912;U D L' U' D B' R' B' U' R2 F' L2 F2 L2 U2 B R2 B D2 B2;2019-06-28 09:48;no;no;1561708036383;
3x3x3;00:17.804;R D2 B2 R2 B2 F2 R D R2 B L F2 U' F' L B2 D2 U2;2019-06-27 18:12;no;no;1561651070837;
3x3x3;00:25.008;F2 L2 U2 F2 R2 D2 F L2 R2 D' F' L' F' D' L F' L' D2;2019-06-27 18:10;no;no;1561651070837;
3x3x3;00:21.460;R F L' B' U F2 L B U2 D2 R B2 D L2 U L2 D R2 U D2;2019-06-27 18:08;no;no;1561651070837;
3x3x3;00:24.497;B' U R L U' B2 R' U' F U' F2 U F2 U' B2 U2 F2 L2 U2 D';2019-06-27 18:07;no;no;1561651070837;
3x3x3;00:21.335;D2 U F2 D2 F2 R2 F2 R2 F' R2 U' L2 U R' U R D' L';2019-06-27 18:06;no;no;1561651070837;
3x3x3;00:22.068;D2 L' B R L F B' U' L D2 B R2 D2 L2 F' R2 B2 U2 B;2019-06-27 18:05;no;no;1561651070837;
3x3x3;00:17.291;D' R2 B2 D2 U R2 U F2 R B' D2 L D' U2 F L U' B' D2;2019-06-27 17:58;no;no;1561651070837;
3x3x3;00:20.943;F2 U' L2 U B2 L2 D L2 F2 R' B2 D L2 U' F L' R B U' F2;2019-06-27 15:18;no;no;1561639025591;
3x3x3;00:21.632;R2 F2 R2 F2 D2 R2 B R2 B U' L' R' B' U R F' L' U F' R2;2019-06-27 15:17;no;no;1561639025591;
3x3x3;00:21.746;D2 R2 F' L2 B' R2 B2 D' F2 L' D' B L D F R' F U2;2019-06-27 15:16;no;no;1561639025591;
3x3x3;00:21.853;D B2 U L2 U' L2 D2 B R F2 U2 L2 B U B L' B F' R';2019-06-27 15:15;no;no;1561639025591;
3x3x3;00:18.598;U F2 B' R' D' F R D' L2 U' L' B U2 F2 L2 D2 R2 U2;2019-06-27 15:14;no;no;1561639025591;
3x3x3;00:18.357;L U2 R' F2 U2 R D2 L2 B2 U' B' U R U L2 D F' R F' U2;2019-06-27 15:12;no;no;1561639025591;
3x3x3;00:20.067;F2 R' L2 D2 B D2 F' U' R' U' L D2 F2 U' R2 U' L2 U2;2019-06-27 15:12;no;no;1561639025591;
3x3x3;00:19.679;R2 L' U D2 L2 B L2 F' U' F2 B' U' B2 U R2 U L2 F2 D2;2019-06-27 15:11;no;no;1561639025591;
3x3x3;00:18.529;F2 R2 D R2 D' R2 U2 R D' B D2 U2 L2 F2 D' R' U' R U';2019-06-27 15:10;no;no;1561639025591;
3x3x3;00:21.372;U2 L2 D2 U2 F R2 F U2 R2 B' U L2 R2 B R' F' U' L2 F' L;2019-06-27 15:09;no;no;1561639025591;
3x3x3;00:18.970;D2 U' B2 F2 U' F2 U L2 D2 R2 B' D' R' U F' U' B2 L2 D F2;2019-06-27 15:08;no;no;1561639025591;
3x3x3;00:20.094;D B2 L' F R' L2 B R L2 D R' D' F2 D2 L2 D' B2 D2 B2 R2;2019-06-27 15:06;no;no;1561639025591;
3x3x3;00:22.280;B U' L' B' U2 L2 F2 D2 F2 R' F' L2 U D R2 F2 R2 U2 L2 D;2019-06-27 15:06;no;no;1561639025591;
3x3x3;00:19.093;R2 L2 B2 U2 R B U' F' U' L' F' U2 B' R2 B' R2 U2 F';2019-06-27 15:05;no;no;1561639025591;
3x3x3;00:20.081;D2 B U2 B L2 D2 F D2 R2 B F' R U' F2 L2 U2 L F2 L' F';2019-06-27 15:04;no;no;1561639025591;
3x3x3;00:19.867;B2 F2 U2 F2 R B2 R D2 B2 R F D' R' D2 L' F' U' R' U2 L2;2019-06-27 15:03;no;no;1561639025591;
3x3x3;00:17.526;D' B2 U2 L2 R2 U L2 D2 B' R B' R2 F2 D' R' F' U2 B2 L';2019-06-27 15:02;no;no;1561639025591;
3x3x3;00:20.500;D2 F L2 D2 F2 D2 F L B' U' L' D L2 D2 U' B2 F' L;2019-06-27 15:01;no;no;1561639025591;
3x3x3;00:17.862;U L' U R2 B' U' R2 U' R F2 R2 F2 R2 U B2 U L2 U2 B2 D;2019-06-27 15:00;no;no;1561639025591;
3x3x3;00:22.162;B U R F U' R U D' B' U' F' U2 L2 B2 R2 D2 R F2;2019-06-27 14:59;no;no;1561639025591;
3x3x3;00:21.284;L2 B L2 D F2 U' R B L' D' B' R2 B U2 F' U2 F2 R2 U2;2019-06-27 14:58;no;no;1561639025591;
3x3x3;00:20.658;R2 D2 F2 R2 B2 L2 F2 D2 R' U2 B L R D R' B F' D R' F;2019-06-27 14:56;no;no;1561639025591;
3x3x3;00:18.751;R2 F2 R' U2 B2 D2 R' U2 R2 U' L2 R' F2 U2 B F L' D U2 R;2019-06-27 14:55;no;no;1561639025591;
3x3x3;00:19.766;L F B R' L' F B R' F R2 B' U2 B' D2 B2 L2 F D2;2019-06-27 14:54;no;no;1561639025591;
3x3x3;00:20.367;D' F D2 R' U2 R2 D' B2 U2 F2 B' L' F2 D2 R F2 L';2019-06-27 14:53;no;no;1561639025591;
3x3x3;00:24.124;R' D2 L U2 R2 D2 R B2 R' D' L' D2 R2 U F D' B' D2 U' L';2019-06-27 14:52;no;no;1561639025591;
3x3x3;00:19.819;D2 B R2 U2 R2 B' F2 D2 B' D U B2 R' U B D F' U' F';2019-06-27 14:50;no;no;1561639025591;
3x3x3;00:21.902;R2 L B2 D' L B' R' B L2 F U F2 D2 B2 L2 B2 L D2 F2;2019-06-27 14:49;no;no;1561639025591;
3x3x3;00:21.846;B2 L2 B2 L2 U' F2 D F2 U F' R U' F' L' B R' D F D' U';2019-06-27 14:47;no;no;1561639025591;
3x3x3;00:24.020;L2 F2 U2 F' L2 D2 B' F' R F' U2 R U' B' D U' L B2 R;2019-06-27 14:46;no;no;1561639025591;
3x3x3;00:20.381;D L D' F2 R B' R' F L2 U2 R' D2 F' R2 L2 F R2 U2 L2;2019-06-27 14:45;no;no;1561639025591;
3x3x3;00:16.031;R' F2 L B2 U2 L' B2 U2 B L' R D F' U F' L2 F2 L' B2;2019-06-27 14:44;no;no;1561639025591;
3x3x3;00:17.738;U' R' F' R' D2 F2 R2 L2 F' D F B2 R2 F2 D2 R' B2 L2 U2;2019-06-27 14:43;no;no;1561639025591;
3x3x3;00:24.630;D' F L2 B' D' R U' F2 L U L D2 R2 U2 F2 R' U2 B2 U2;2019-06-27 14:42;no;no;1561639025591;
3x3x3;00:20.661;U B2 L2 R2 U F2 L2 U' R' F' R D2 F' D B R' D' L2 B2;2019-06-27 14:41;no;no;1561639025591;
3x3x3;00:21.148;B2 F2 U2 R F2 D2 U2 R U2 L R B L R2 B' F2 D L2 F;2019-06-27 14:40;no;no;1561639025591;
3x3x3;00:23.585;F2 D2 B' R2 F D2 F U2 F R2 D' U R F D' B' L' D2 B' D2;2019-06-27 14:40;no;no;1561639025591;
3x3x3;00:18.917;U L F U2 R' D2 L B U' R2 B2 U2 F2 L' F2 B2 D2 R L2;2019-06-26 17:55;no;no;1561563215275;
3x3x3;00:19.497;F' U2 F' U' R2 U' D2 R U' L' B L U2 L B2 L F2 U2;2019-06-26 17:55;no;no;1561563215275;
3x3x3;00:21.955;R2 B' U2 F' U2 B' L2 B2 F R' F' D B U F' R' D2 R' B';2019-06-26 17:54;no;no;1561563215275;
3x3x3;00:20.253;L' B2 L' U2 B2 R B2 R B2 F' R2 B2 F' L R F' U L D;2019-06-26 17:53;no;no;1561563215275;
3x3x3;00:19.464;F2 D' L2 F2 U' B2 F2 L2 D F' R B2 D2 L' U F' D L U2 R2;2019-06-26 17:52;no;no;1561563215275;
3x3x3;00:23.818;B L2 R2 F' L2 B' U2 F2 L F L' F2 R U B L2 U F R2;2019-06-26 17:51;no;no;1561563215275;
3x3x3;00:25.359;U2 F' U2 L2 D2 F R2 F2 R2 U' L F' D2 R2 F D2 R' U2 F' U;2019-06-26 17:50;no;no;1561563215275;
3x3x3;00:20.978;R2 B' R' D2 L D2 F B2 D L2 F U D2 B2 U' R2 U D B2;2019-06-26 17:49;no;no;1561563215275;
3x3x3;00:17.194;D2 L2 D2 B' D2 U2 B L2 D' R' U' R D F' U2 F2 U' B' D';2019-06-26 17:48;no;no;1561563215275;
3x3x3;00:21.974;B L2 R2 F' L2 B' U2 F2 L F L' F2 R U B L2 U F R2;2019-06-26 17:47;no;no;1561563215275;
3x3x3;00:17.996;F' R2 F L2 D2 U2 F U2 B' L2 R2 U' L B' L2 U2 R2 U B2 R' F';2019-06-24 16:06;no;no;1561381521173;
3x3x3;00:16.835;D2 L R2 D2 L' D2 F2 R2 F2 D' R2 F D2 F2 L' R' F2 U2 R D;2019-06-24 16:05;no;no;1561381521173;
3x3x3;00:23.478;B2 D B2 L2 D B2 D' R2 U B' D2 R' U B' U2 L' D U B2 R;2019-06-24 16:03;no;no;1561381521173;
3x3x3;00:19.586;B2 R U2 R F2 U2 F2 L F D' R D' U' L' F' L' F2 R2 F2;2019-06-24 16:03;no;no;1561381521173;
3x3x3;00:18.391;L' F' R2 D' R' U F2 D2 R' B' R B2 U D F2 D2 B2 U';2019-06-24 16:01;no;no;1561381521173;
3x3x3;00:19.540;R D R2 F2 R2 B2 U' B2 U' R' D2 F' D2 R2 B U2 B' D2 B';2019-06-24 16:01;no;no;1561381521173;
3x3x3;00:22.078;B U2 R2 B2 R2 F2 U2 B2 U2 R D B' L D' B2 F2 D' F L R2;2019-06-24 15:58;no;no;1561381521173;
3x3x3;00:15.586;L' F' L B' R2 B R U' R' D B' R2 F D2 B U2 B2 U2 B L2;2019-06-24 15:57;no;no;1561381521173;
3x3x3;00:15.711;D' B2 L2 B2 D' F2 U' F2 U L' R D' L R B L' B' D2;2019-06-24 15:56;no;no;1561381521173;
3x3x3;00:21.007;L2 R2 F2 U' L2 U F2 D R2 F2 R' B' F L' B2 L F2 L2 D' L';2019-06-24 15:55;no;no;1561381521173;
3x3x3;00:18.328;U' F2 L2 D R2 U' B2 D2 R F L2 R B' R U2 B2 U' B2 D;2019-06-24 15:54;no;no;1561381521173;
3x3x3;00:19.812;B U2 D L' U R' B D R2 L' U L2 F2 U2 D' R2 U2 R2 L2;2019-06-24 15:53;no;no;1561381521173;
3x3x3;00:25.034;B' D2 B L2 B' R2 F2 D2 R2 U' B2 L R F' R U2 B2 U' L2 F2;2019-06-24 15:52;no;no;1561381521173;
3x3x3;00:22.640;D B U' D' F' L2 U' F U' F L F2 R2 F2 R2 U2 R2 D2 L2;2019-06-24 15:51;no;no;1561381521173;
3x3x3;00:18.087;D L2 U L2 B2 F2 U2 F L2 R' U2 F R' D2 F2 R F' L U';2019-06-24 15:49;no;no;1561381521173;
3x3x3;00:18.211;D2 F2 B' R2 F' U L2 D R D' F' D2 L2 U' R2 F2 D' L2 U' F2;2019-06-24 15:49;no;no;1561381521173;
3x3x3;00:19.651;U2 R L2 F2 L D' F U F U2 B U2 D' R2 U' R2 B2 U';2019-06-24 15:48;no;no;1561381521173;
3x3x3;00:19.597;R2 D' F2 L2 D2 R2 U' B2 F2 D' L D L B L' F' D' R D2 F';2019-06-24 15:47;no;no;1561381521173;
3x3x3;00:22.845;B2 D2 F2 D L2 D R2 U B2 U2 B D' R' F2 L' R' F2 D L' U;2019-06-24 15:46;no;no;1561381521173;
3x3x3;00:19.650;U2 F' L2 U2 F' L2 B D2 F2 D2 L F2 D L' B' L B' F2 L;2019-06-24 15:45;no;no;1561381521173;
3x3x3;00:21.408;F2 R L2 U' B U R D' F2 U' B' L2 F2 D B2 U2 R2 L2 U';2019-06-24 15:44;no;no;1561381521173;
3x3x3;00:18.427;B2 R' U' R' B2 R L' B D F' L U2 L2 U R2 F2 B2 D';2019-06-24 15:43;no;no;1561381521173;
3x3x3;00:21.593;R2 F2 L2 F2 D' L2 D2 U' L U2 B2 U2 B R' D U' L' D' F D';2019-06-24 15:41;no;no;1561381521173;
3x3x3;00:20.415;F' B2 D R' U R2 D2 F2 R' L2 U2 R2 F2 R2 F2 D' L2;2019-06-24 15:41;no;no;1561381521173;
3x3x3;00:19.581;R2 D L2 D L2 U L2 U' L' B' F L2 B' L' B' D U R' D2 U2;2019-06-24 15:40;no;no;1561381521173;
3x3x3;00:19.441;R D2 F' D' F2 L B' R' U2 F D' F2 D2 R2 F2 R2 D' R2 L2 F2;2019-06-24 15:39;no;no;1561381521173;
3x3x3;00:23.173;L U D2 F R2 U2 D2 L F' R2 B' L2 D2 F2 D R2 F2 L2 F2 R2;2019-06-24 15:37;no;no;1561381521173;
3x3x3;00:22.609;U2 F L2 B2 D2 R' B U' L D2 B' L2 U2 D' B2 R2 U2 B2 D;2019-06-24 15:36;no;no;1561381521173;
3x3x3;00:22.777;F' L2 B' U2 B' R2 D2 R2 D R F L2 R2 F' U' L2 U' L' F2;2019-06-24 15:35;no;no;1561381521173;
3x3x3;00:22.079;U' R U2 R' B2 R' U R L D L2 B' D2 R2 U2 F2 D2 L2 B2 U2;2019-06-24 15:34;no;no;1561381521173;
3x3x3;00:19.958;U B2 U' L2 U L B R2 U' L' U2 R' L' F2 D2 F2 D2 R B2 R;2019-06-24 15:33;no;no;1561381521173;
3x3x3;00:19.520;U F' D L F R' U L U B' D' B2 D2 B R2 F B2 D2 F;2019-06-24 15:31;no;no;1561381521173;
3x3x3;00:25.233;B' D2 F' L U F D F2 U' F2 R2 F2 D2 R U2 F2 D2 F2 L2 U2;2019-06-24 15:30;no;no;1561381521173;
3x3x3;00:21.675;B2 U B2 U B2 U B2 L2 D L' D2 B' U' R F2 U2 F' R' U2 R;2019-06-24 15:30;no;no;1561381521173;
3x3x3;00:15.942;D2 F' U D L' F2 D' L F' D2 F D2 F R2 L2 B U2 F' L2;2019-06-24 15:29;no;no;1561381521173;
3x3x3;00:24.202;F' L2 B' L2 U2 B L2 B D' B2 L R2 F' R F2 L2 B R' F2;2019-06-24 15:28;no;no;1561381521173;
3x3x3;00:19.264;R2 U' R2 D U F2 U2 F' U2 L' F L2 B F2 D' R U2 B' R2;2019-06-24 15:27;no;no;1561381521173;
3x3x3;00:18.082;B2 F2 R2 F2 U2 B2 D' U' B' D2 L' D U' B' L2 U' F R U;2019-06-24 15:26;no;no;1561381521173;
3x3x3;00:21.052;R' L2 U' R F' B2 D L2 D R F B2 R2 U L2 U R2 F2 U;2019-06-24 15:25;no;no;1561381521173;
3x3x3;00:21.040;R2 B D2 B' F' R2 U2 R2 D2 F' D U' R' B L' F2 D2 B' L;2019-06-24 15:24;no;no;1561381521173;
3x3x3;00:19.407;L F2 U2 R U2 R' D2 F2 L' R2 U' L2 F2 L2 B' F L B2 D F2;2019-06-24 15:23;no;no;1561381521173;
3x3x3;00:19.295;L' U2 L2 D2 F U R2 F2 U' R' F2 B2 R' F2 R D2 L2 U2 R';2019-06-24 15:22;no;no;1561381521173;
3x3x3;00:27.369;R' U2 R U2 B2 F2 U2 L' D2 R U B D B D' L2 B L' B2 R;2019-06-24 15:21;no;no;1561381521173;
3x3x3;00:16.637;F L U2 F L F U' D' R L B R L2 U2 B2 L' U2 D2 F2;2019-06-24 15:20;no;no;1561381521173;
3x3x3;00:22.640;D R F D2 B' L2 D' R2 U' D2 L2 D2 F B2 L2 B' U2 L2 F' D2;2019-06-24 15:19;no;no;1561381521173;
3x3x3;00:21.809;F2 L2 B D2 L2 F D2 R2 F D' B2 R' B F2 L' F2 U2 B U B2;2019-06-24 15:18;no;no;1561381521173;
3x3x3;00:16.258;L2 U B2 D' U B2 L2 D' R' F2 D' R' B D' L B F R' U2 F;2019-06-24 15:18;no;no;1561381521173;
3x3x3;00:20.323;D R' F' L' U2 R D R2 B' U' F2 R2 F' L2 F R2 U2 R2 F' L2 B';2019-06-24 15:16;no;no;1561381521173;
3x3x3;00:17.757;D2 F2 U2 B2 R2 D U2 L' D' U B' L' U B' L2 F' D2 L' U';2019-06-24 15:15;no;no;1561381521173;
3x3x3;00:22.505;U R U R2 D R2 F R' U L2 B2 D' L2 U R2 F2 U L2 U2;2019-06-24 15:14;no;no;1561381521173;
3x3x3;00:19.340;L U R2 D2 R' U R' D B' R U2 B' L2 D2 B2 D2 F B2 R2;2019-06-24 15:11;no;no;1561381521173;
3x3x3;00:20.877;F2 R2 B2 U' L2 B L' B2 U B L U2 D2 L2 D B2 U2 B2;2019-06-24 15:10;no;no;1561381521173;
3x3x3;00:20.120;F R' B' R2 B U' R' B2 D B2 D' R2 U2 R2 L F2 R U2 D2;2019-06-24 15:09;no;no;1561381521173;
3x3x3;00:20.361;D' L2 R2 U L2 B2 D2 B2 D2 L D F' R' U L D2 U L B' D2;2019-06-24 15:08;no;no;1561381521173;
3x3x3;00:22.397;F2 D R2 U' L2 D2 U' R2 D L' B' D U2 L R U B' F' U2 L';2019-06-24 15:07;no;no;1561381521173;
3x3x3;00:19.042;R F2 U' B' D2 F2 B2 R F' D R U2 R' L B2 R D2 R' D2;2019-06-24 15:06;no;no;1561381521173;
3x3x3;00:19.866;D' B2 U L' U' L' D F' U2 F U L2 U L2 F2 U' B2 D';2019-06-21 14:31;no;no;1561060185632;
3x3x3;00:16.642;B2 D R' B R D' R' D' L' U' L2 U L2 U2 L2 B2 L2 D2 B2;2019-06-21 14:30;no;no;1561060185632;
3x3x3;00:17.625;R U' D' L U L U F' U' L' F2 B2 U2 F2 R D2 L' B2 R2;2019-06-21 14:29;no;no;1561060185632;
3x3x3;00:25.283;R2 B2 R2 F2 U2 B' U2 L2 U2 R B' L2 B2 D2 F2 R' U L' F;2019-06-21 14:28;no;no;1561060185632;
3x3x3;00:21.095;D2 L F2 R2 U2 L' B2 U2 F2 R D' F' R' B' F' L F2 D' B' D';2019-06-21 14:27;no;no;1561060185632;
3x3x3;00:21.404;B' U2 B2 D2 F2 R2 U2 F' U R' F2 L U' R B' D L2 B U';2019-06-21 14:26;no;no;1561060185632;
3x3x3;00:21.734;D2 B D2 R2 U2 F L2 F' D2 U' L2 B R2 B2 L U' R2 D R U2;2019-06-21 14:25;no;no;1561060185632;
3x3x3;00:21.629;D2 R2 D U2 F2 R2 U2 L2 D F' D R B' U2 R' B' L2 B' L' U;2019-06-21 14:24;no;no;1561060185632;
3x3x3;00:19.877;U L B D' L2 F2 L' B2 L' D2 R' F B2 L2 F D2 F' L2 B';2019-06-21 14:23;no;no;1561060185632;
3x3x3;00:19.880;U2 R' U2 R' F R D L' U F' B2 R' L2 F2 R' B2 U2 R' U2 F2 L;2019-06-21 14:21;no;no;1561060185632;
3x3x3;00:24.029;R B' D R2 D' R U2 B' U B2 L' D2 L F2 R U2 D2 R2 L;2019-06-21 14:20;no;no;1561060185632;
3x3x3;00:18.852;R L U2 D' B' U' R2 D2 R' B' D F' D2 L2 B2 U2 R2 B L2;2019-06-21 14:19;no;no;1561060185632;
3x3x3;00:20.583;B U2 R' D2 F' D L U2 F L D L' D2 F2 B2 L' B2 R' F2;2019-06-21 14:18;no;no;1561060185632;
3x3x3;00:22.009;U2 R2 D2 B F2 D2 F2 R2 U2 L' U L' R2 U F' D2 U R F2 U;2019-06-21 14:17;no;no;1561060185632;
3x3x3;00:21.062;L2 F' D2 L2 U2 L2 B D2 L B' L2 B2 U B' U' B' D2 L' F';2019-06-21 14:16;no;no;1561060185632;
3x3x3;00:26.352;U' F2 D' B L' U F' R2 D' L' U F U2 R2 B D2 B2 U2 D2;2019-06-21 14:15;no;no;1561060185632;
3x3x3;00:24.612;B2 R2 B' R2 F' D2 U2 B' D2 L' B R' F' U F L2 B R' U R;2019-06-21 14:14;no;no;1561060185632;
3x3x3;00:22.644;R D2 B U L F L2 D' B2 D2 L' D' F2 U F2 U2 R2 U2 B2 R2 F2;2019-06-21 14:13;no;no;1561060185632;
3x3x3;00:22.620;D L2 U L2 B2 L2 R2 D2 B2 F D' F2 L' B R2 D U' R;2019-06-21 14:12;no;no;1561060185632;
3x3x3;00:25.254;B2 U2 L D2 L' B2 F2 R' D R2 F2 R2 F D U L' R' U' L2;2019-06-21 14:11;no;no;1561060185632;
3x3x3;00:22.247;D F D' F2 R2 U F2 U2 F R D2 F B2 R2 D2 B' D2 F2 B R2;2019-06-21 11:30;no;no;1561060185632;
3x3x3;00:19.129;F2 L2 F' R2 B' D2 L2 B2 U L' F' D R2 F L U2 R2 D2 L;2019-06-21 11:29;no;no;1561060185632;
3x3x3;00:20.340;R U' B L2 D' F' U B2 R F' L2 D2 L2 B2 L2 F' L2 B' L2 F2;2019-06-21 11:28;no;no;1561060185632;
3x3x3;00:18.504;D2 L B L2 D2 F' D' L2 F' D B2 L B2 R D2 L U2 F2 L2 F2;2019-06-21 11:27;no;no;1561060185632;
3x3x3;00:22.500;D B2 R2 F' D B2 R2 U' L D L' B' U2 L2 D2 L2 F' B';2019-06-21 11:26;no;no;1561060185632;
3x3x3;00:19.712;F2 L2 U' L2 F2 B2 D2 R' U B' R U2 L U2 B2 L F2 U2 R' D2;2019-06-21 11:25;no;no;1561060185632;
3x3x3;00:21.285;B2 D B2 U F2 R2 U2 F2 U2 R' D B R2 F D2 F R D' L;2019-06-21 11:24;no;no;1561060185632;
3x3x3;00:20.498;F2 R2 B' R2 D' B D F' U2 L' D2 F2 U' R2 U' L2 F2 L2 U;2019-06-21 11:23;no;no;1561060185632;
3x3x3;00:17.598;F' L F U' D' B' R' F L' B' R2 F2 B2 U' F2 U2 R2 U2 L2;2019-06-21 11:23;no;no;1561060185632;
3x3x3;00:22.959;D2 F2 D R2 D' U B2 R B2 D L2 B2 D F' D' L F2 D';2019-06-21 11:22;no;no;1561060185632;
3x3x3;00:16.388;L U L' B' D2 F' R U B U' R' L2 B2 R2 U2 F' B' L2 F;2019-06-21 11:20;no;no;1561060185632;
3x3x3;00:16.042;U F B2 U' F D2 R2 F U L U D2 B' L2 F L2 U2 B L2 B2;2019-06-21 11:19;no;no;1561060185632;
3x3x3;00:26.136;U' R2 D2 B2 R2 B2 U L2 R2 B2 U' F U' R' F2 U2 F R' F;2019-06-21 11:18;no;no;1561060185632;
3x3x3;00:18.409;B2 R2 U' R' L2 D F' L2 B2 U F L2 F' L2 F L2 B;2019-06-21 11:16;no;no;1561060185632;
3x3x3;00:23.078;R2 D' L' D' R' F' R' B' R2 B R D' R2 B2 L2 D2 F2 D R2;2019-06-21 11:15;no;no;1561060185632;
3x3x3;00:18.139;U B2 U2 L2 R2 U' F2 D R2 B2 U' B L2 U' L' U' L' U' B2 L2;2019-06-21 11:14;no;no;1561060185632;
3x3x3;00:24.227;L B2 L U2 B' U' D2 R L B2 D' F B2 R2 B R2 U2 B R2 U2;2019-06-21 11:12;no;no;1561060185632;
3x3x3;00:19.603;U R2 D U2 L2 B2 U' L2 R2 F R D F2 D' U' B2 U2 B' R' D2;2019-06-21 11:11;no;no;1561060185632;
3x3x3;00:13.992;F2 U' L' D B L F2 B' R B D' L' U2 F2 L2 U2 L D2 F2;2019-06-21 11:09;no;no;1561060185632;
3x3x3;00:19.554;F2 R2 U2 R2 F L2 U2 F U2 F' L D R2 F R' F L B2 F U';2019-06-21 11:08;no;no;1561060185632;
3x3x3;00:22.632;D' L2 D' L2 R2 D F2 U2 L2 U2 L B2 R B D' U L F L U';2019-06-21 11:07;no;no;1561060185632;
3x3x3;00:22.304;F2 U2 B2 D2 R2 U2 R2 F2 U R B2 F R' B U2 R' U' B2 U2 L2;2019-06-20 22:49;no;no;1561060185632;
3x3x3;00:20.332;B2 R' U2 L' D2 F2 L2 R F R D F R2 D R B2 U2 F' U2;2019-06-20 22:47;no;no;1561060185632;
3x3x3;00:29.885;L' U2 L' F2 R D2 U2 R2 U' B2 U2 F2 R D' R D' L2 B' R2;2019-06-20 22:45;no;no;1561060185632;
3x3x3;00:21.472;F2 D' U' L2 U' F2 L' F U2 L D U' L R2 B2 F' L2 R2;2019-06-20 22:36;no;no;1561060185632;
3x3x3;00:15.712;U' R' F U' F2 R' D F' U' F2 U' L2 B2 R2 D2 R2 B L2;2019-06-20 22:31;no;no;1561060185632;
3x3x3;00:23.485;R' U2 D R2 D F D' R F2 U' R F2 R B2 R' D2 L2 D2 L2;2019-06-20 22:28;no;no;1561060185632;
3x3x3;00:24.470;D B2 F2 R2 B2 D' U2 B2 D' F U' B' L' B' R D2 U L2 D';2019-06-20 22:23;no;no;1561060185632;
